"RB","Latavius Murray",5800,"Bal@Oak 04:05PM ET",15.000,"Oak"
"WR","Anquan Boldin",5700,"SF@Pit 01:00PM ET",7.600,"SF"
"RB","Doug Martin",5600,"TB@NO 01:00PM ET",6.400,"TB"
"RB","Ronnie Hillman",5600,"Den@KC 08:25PM ET",4.100,"Den"
"RB","Joseph Randle",5600,"Dal@Phi 04:25PM ET",13.700,"Dal"
"QB","Jameis Winston",5600,"TB@NO 01:00PM ET",16.200,"TB"
"QB","Ryan Fitzpatrick",5500,"NYJ@Ind 08:30PM ET",14.060,"NYJ"
"WR","Vincent Jackson",5500,"TB@NO 01:00PM ET",9.100,"TB"
"RB","Jonathan Stewart",5500,"Hou@Car 01:00PM ET",12.100,"Car"
"QB","Nick Foles",5500,"StL@Was 01:00PM ET",20.980,"StL"
"QB","Kirk Cousins",5500,"StL@Was 01:00PM ET",9.740,"Was"
"QB","Derek Carr",5500,"Bal@Oak 04:05PM ET",3.240,"Oak"
"RB","Lamar Miller",5500,"Mia@Jax 04:05PM ET",8.500,"Mia"
"WR","Nelson Agholor",5500,"Dal@Phi 04:25PM ET",1.500,"Phi"
"WR","Marques Colston",5400,"TB@NO 01:00PM ET",5.900,"NO"
"WR","Larry Fitzgerald",5400,"Ari@Chi 01:00PM ET",14.700,"Ari"
"WR","Mike Wallace",5400,"Det@Min 01:00PM ET",12.300,"Min"
"WR","Torrey Smith",5400,"SF@Pit 01:00PM ET",2.100,"SF"
"QB","Geno Smith",5400,"NYJ@Ind 08:30PM ET",0,"NYJ"
"RB","DeAngelo Williams",5300,"SF@Pit 01:00PM ET",17.200,"Pit"
"QB","Matt McGloin",5300,"Bal@Oak 04:05PM ET",11.680,"Oak"
"QB","Blake Bortles",5300,"Mia@Jax 04:05PM ET",11.920,"Jax"
"QB","Brian Hoyer",5200,"Hou@Car 01:00PM ET",11.440,"Hou"
"QB","Johnny Manziel",5200,"Ten@Cle 01:00PM ET",11.780,"Cle"
"QB","Josh McCown",5100,"Ten@Cle 01:00PM ET",3.260,"Cle"
"WR","Eric Decker",5100,"NYJ@Ind 08:30PM ET",11.700,"NYJ"
"QB","Ryan Mallett",5100,"Hou@Car 01:00PM ET",10.520,"Hou"
"TE","Travis Kelce",5100,"Den@KC 08:25PM ET",31.600,"KC"
"QB","Mike Glennon",5100,"TB@NO 01:00PM ET",0,"TB"
"WR","John Brown",5100,"Ari@Chi 01:00PM ET",14.600,"Ari"
"RB","Carlos Hyde",5100,"SF@Pit 01:00PM ET",35.200,"SF"
"QB","Matt Hasselbeck",5000,"NYJ@Ind 08:30PM ET",0,"Ind"
"QB","Michael Vick",5000,"SF@Pit 01:00PM ET",0,"Pit"
"QB","Matt Cassel",5000,"NE@Buf 01:00PM ET",0.000,"Buf"
"QB","Charlie Whitehurst",5000,"Ten@Cle 01:00PM ET",0,"Ten"
"QB","Tarvaris Jackson",5000,"Sea@GB 08:30PM ET",0,"Sea"
"QB","Derek Anderson",5000,"Hou@Car 01:00PM ET",0,"Car"
"QB","Dan Orlovsky",5000,"Det@Min 01:00PM ET",0,"Det"
"QB","Kellen Clemens",5000,"SD@Cin 01:00PM ET",0,"SD"
"QB","Shaun Hill",5000,"Det@Min 01:00PM ET",0,"Min"
"QB","Matt Moore",5000,"Mia@Jax 04:05PM ET",0,"Mia"
"QB","Drew Stanton",5000,"Ari@Chi 01:00PM ET",0,"Ari"
"QB","Matt Schaub",5000,"Bal@Oak 04:05PM ET",0,"Bal"
"QB","Luke McCown",5000,"TB@NO 01:00PM ET",0.000,"NO"
"QB","Chad Henne",5000,"Mia@Jax 04:05PM ET",0,"Jax"
"RB","Rashad Jennings",5000,"Atl@NYG 01:00PM ET",11.200,"NYG"
"QB","Joe Webb",5000,"Hou@Car 01:00PM ET",0.000,"Car"
"QB","Mark Sanchez",5000,"Dal@Phi 04:25PM ET",0,"Phi"
"QB","Chase Daniel",5000,"Den@KC 08:25PM ET",0,"KC"
"QB","Colt McCoy",5000,"StL@Was 01:00PM ET",0,"Was"
"QB","Scott Tolzien",5000,"Sea@GB 08:30PM ET",0,"GB"
"RB","C.J. Spiller",5000,"TB@NO 01:00PM ET",0,"NO"
"QB","Case Keenum",5000,"StL@Was 01:00PM ET",0,"StL"
"QB","Jimmy Clausen",5000,"Ari@Chi 01:00PM ET",0,"Chi"
"RB","Alfred Morris",5000,"StL@Was 01:00PM ET",15.100,"Was"
"QB","Brandon Weeden",5000,"Dal@Phi 04:25PM ET",0,"Dal"
"WR","Pierre Garcon",5000,"StL@Was 01:00PM ET",13.400,"Was"
"QB","Austin Davis",5000,"Ten@Cle 01:00PM ET",0,"Cle"
"QB","Landry Jones",5000,"SF@Pit 01:00PM ET",0,"Pit"
"RB","LeGarrette Blount",5000,"NE@Buf 01:00PM ET",0,"NE"
"WR","Kendall Wright",5000,"Ten@Cle 01:00PM ET",23.100,"Ten"
"QB","EJ Manuel",5000,"NE@Buf 01:00PM ET",0,"Buf"
"QB","Blaine Gabbert",5000,"SF@Pit 01:00PM ET",0,"SF"
"QB","Sean Renfree",5000,"Atl@NYG 01:00PM ET",0,"Atl"
"QB","Ryan Nassib",5000,"Atl@NYG 01:00PM ET",0,"NYG"
"QB","Ryan Griffin",5000,"TB@NO 01:00PM ET",0,"TB"
"QB","Matt Barkley",5000,"Ari@Chi 01:00PM ET",0,"Ari"
"QB","Zach Mettenberger",5000,"Ten@Cle 01:00PM ET",-0.500,"Ten"
"QB","Aaron Murray",5000,"Den@KC 08:25PM ET",0,"KC"
"QB","Brock Osweiler",5000,"Den@KC 08:25PM ET",0,"Den"
"QB","Bryce Petty",5000,"NYJ@Ind 08:30PM ET",0,"NYJ"
"QB","AJ McCarron",5000,"SD@Cin 01:00PM ET",0,"Cin"
"QB","David Fales",5000,"Ari@Chi 01:00PM ET",0,"Chi"
"QB","Stephen Morris",5000,"Dal@Phi 04:25PM ET",0,"Phi"
"QB","Garrett Grayson",5000,"TB@NO 01:00PM ET",0,"NO"
"QB","Trevor Siemian",5000,"Den@KC 08:25PM ET",0,"Den"
"QB","Jimmy Garoppolo",5000,"NE@Buf 01:00PM ET",0,"NE"
"QB","Sean Mannion",5000,"StL@Was 01:00PM ET",0,"StL"
"QB","Brett Hundley",5000,"Sea@GB 08:30PM ET",0,"GB"
"QB","Taylor Heinicke",5000,"Det@Min 01:00PM ET",0,"Min"
"RB","Melvin Gordon",5000,"SD@Cin 01:00PM ET",8.700,"SD"
"TE","Greg Olsen",4900,"Hou@Car 01:00PM ET",2.100,"Car"
"WR","Allen Robinson",4900,"Mia@Jax 04:05PM ET",3.700,"Jax"
"WR","Davante Adams",4900,"Sea@GB 08:30PM ET",9.900,"GB"
"RB","Frank Gore",4800,"NYJ@Ind 08:30PM ET",5.100,"Ind"
"WR","Victor Cruz",4800,"Atl@NYG 01:00PM ET",0,"NYG"
"WR","Charles Johnson",4800,"Det@Min 01:00PM ET",4.700,"Min"
"WR","Michael Floyd",4800,"Ari@Chi 01:00PM ET",2.800,"Ari"
"RB","T.J. Yeldon",4800,"Mia@Jax 04:05PM ET",9.700,"Jax"
"RB","Todd Gurley",4800,"StL@Was 01:00PM ET",0,"StL"
"WR","James Jones",4700,"Sea@GB 08:30PM ET",21.100,"GB"
"RB","Chris Ivory",4700,"NYJ@Ind 08:30PM ET",23.000,"NYJ"
"WR","Rueben Randle",4700,"Atl@NYG 01:00PM ET",5.300,"NYG"
"RB","Tre Mason",4700,"StL@Was 01:00PM ET",0,"StL"
"WR","Breshad Perriman",4700,"Bal@Oak 04:05PM ET",0,"Bal"
"RB","Joique Bell",4600,"Det@Min 01:00PM ET",6.100,"Det"
"WR","Donte Moncrief",4600,"NYJ@Ind 08:30PM ET",16.600,"Ind"
"TE","Martellus Bennett",4500,"Ari@Chi 01:00PM ET",16.500,"Chi"
"WR","Percy Harvin",4500,"NE@Buf 01:00PM ET",19.800,"Buf"
"RB","Giovani Bernard",4500,"SD@Cin 01:00PM ET",14.800,"Cin"
"TE","Julius Thomas",4500,"Mia@Jax 04:05PM ET",0,"Jax"
"RB","Ameer Abdullah",4500,"Det@Min 01:00PM ET",19.400,"Det"
"RB","Bishop Sankey",4500,"Ten@Cle 01:00PM ET",22.600,"Ten"
"RB","Tevin Coleman",4500,"Atl@NYG 01:00PM ET",8.000,"Atl"
"WR","Malcom Floyd",4400,"SD@Cin 01:00PM ET",3.900,"SD"
"RB","Benny Cunningham",4400,"StL@Was 01:00PM ET",16.200,"StL"
"RB","Isaiah Crowell",4400,"Ten@Cle 01:00PM ET",5.300,"Cle"
"TE","Jason Witten",4300,"Dal@Phi 04:25PM ET",26.000,"Dal"
"RB","Darren McFadden",4200,"Dal@Phi 04:25PM ET",4.500,"Dal"
"WR","Stevie Johnson",4200,"SD@Cin 01:00PM ET",20.200,"SD"
"WR","Doug Baldwin",4200,"Sea@GB 08:30PM ET",10.500,"Sea"
"RB","Shane Vereen",4200,"Atl@NYG 01:00PM ET",10.000,"NYG"
"WR","Terrance Williams",4200,"Dal@Phi 04:25PM ET",11.000,"Dal"
"TE","Tyler Eifert",4200,"SD@Cin 01:00PM ET",34.400,"Cin"
"RB","David Johnson",4200,"Ari@Chi 01:00PM ET",12.500,"Ari"
"RB","Devonta Freeman",4200,"Atl@NYG 01:00PM ET",7.700,"Atl"
"WR","Michael Crabtree",4100,"Bal@Oak 04:05PM ET",8.700,"Oak"
"WR","Kenny Britt",4100,"StL@Was 01:00PM ET",5.700,"StL"
"WR","Kenny Stills",4100,"Mia@Jax 04:05PM ET",2.200,"Mia"
"TE","Austin Seferian-Jenkins",4100,"TB@NO 01:00PM ET",31.000,"TB"
"RB","Danny Woodhead",4000,"SD@Cin 01:00PM ET",22.200,"SD"
"TE","Jordan Cameron",4000,"Mia@Jax 04:05PM ET",11.300,"Mia"
"WR","Greg Jennings",3900,"Mia@Jax 04:05PM ET",5.900,"Mia"
"WR","Dwayne Bowe",3900,"Ten@Cle 01:00PM ET",0,"Cle"
"RB","Reggie Bush",3800,"SF@Pit 01:00PM ET",0.800,"SF"
"RB","Chris Johnson",3800,"Ari@Chi 01:00PM ET",3.700,"Ari"
"WR","Markus Wheaton",3800,"SF@Pit 01:00PM ET",10.500,"Pit"
"WR","Allen Hurns",3800,"Mia@Jax 04:05PM ET",10.000,"Jax"
"WR","Eddie Royal",3700,"Ari@Chi 01:00PM ET",1.800,"Chi"
"TE","Jordan Reed",3700,"StL@Was 01:00PM ET",19.300,"Was"
"RB","Alfred Blue",3700,"Hou@Car 01:00PM ET",5.900,"Hou"
"WR","Marqise Lee",3700,"Mia@Jax 04:05PM ET",0,"Jax"
"WR","DeVante Parker",3700,"Mia@Jax 04:05PM ET",0.000,"Mia"
"WR","Nate Washington",3600,"Hou@Car 01:00PM ET",19.500,"Hou"
"WR","Brian Quick",3600,"StL@Was 01:00PM ET",0,"StL"
"RB","Ryan Mathews",3600,"Dal@Phi 04:25PM ET",11.800,"Phi"
"WR","Jermaine Kearse",3600,"Sea@GB 08:30PM ET",15.600,"Sea"
"WR","Marvin Jones",3600,"SD@Cin 01:00PM ET",3.900,"Cin"
"TE","Zach Ertz",3600,"Dal@Phi 04:25PM ET",7.600,"Phi"
"RB","Charles Sims",3600,"TB@NO 01:00PM ET",5.500,"TB"
"TE","Heath Miller",3500,"SF@Pit 01:00PM ET",16.400,"Pit"
"RB","Darren Sproles",3500,"Dal@Phi 04:25PM ET",19.600,"Phi"
"TE","Ladarius Green",3500,"SD@Cin 01:00PM ET",18.400,"SD"
"TE","Kyle Rudolph",3500,"Det@Min 01:00PM ET",10.300,"Min"
"WR","Tavon Austin",3500,"StL@Was 01:00PM ET",15.500,"StL"
"RB","Terrance West",3500,"Ten@Cle 01:00PM ET",3.100,"Ten"
"WR","Rashad Greene",3500,"Mia@Jax 04:05PM ET",15.800,"Jax"
"RB","Matt Jones",3500,"StL@Was 01:00PM ET",2.800,"Was"
"WR","Devin Hester",3400,"Atl@NYG 01:00PM ET",0,"Atl"
"TE","Delanie Walker",3400,"Ten@Cle 01:00PM ET",13.300,"Ten"
"RB","Marcel Reece",3400,"Bal@Oak 04:05PM ET",17.600,"Oak"
"TE","Charles Clay",3400,"NE@Buf 01:00PM ET",8.300,"Buf"
"WR","Travis Benjamin",3400,"Ten@Cle 01:00PM ET",17.900,"Cle"
"RB","Jonas Gray",3400,"Mia@Jax 04:05PM ET",0,"Mia"
"RB","Dion Lewis",3400,"NE@Buf 01:00PM ET",16.000,"NE"
"RB","Theo Riddick",3400,"Det@Min 01:00PM ET",11.700,"Det"
"WR","Justin Hunter",3400,"Ten@Cle 01:00PM ET",2.100,"Ten"
"WR","Marquess Wilson",3400,"Ari@Chi 01:00PM ET",7.900,"Chi"
"WR","Chris Conley",3400,"Den@KC 08:25PM ET",0.000,"KC"
"RB","Javorius Allen",3400,"Bal@Oak 04:05PM ET",4.400,"Bal"
"WR","Tyler Lockett",3400,"Sea@GB 08:30PM ET",13.400,"Sea"
"RB","Duke Johnson Jr.",3400,"Ten@Cle 01:00PM ET",2.200,"Cle"
"DST","Dolphins ",3300,"Mia@Jax 04:05PM ET",15.000,"Mia"
"TE","Owen Daniels",3300,"Den@KC 08:25PM ET",2.500,"Den"
"WR","Jerricho Cotchery",3300,"Hou@Car 01:00PM ET",14.500,"Car"
"WR","Danny Amendola",3300,"NE@Buf 01:00PM ET",4.400,"NE"
"WR","Andrew Hawkins",3300,"Ten@Cle 01:00PM ET",5.400,"Cle"
"WR","Darrius Heyward-Bey",3300,"SF@Pit 01:00PM ET",9.800,"Pit"
"WR","Andre Roberts",3300,"StL@Was 01:00PM ET",6.600,"Was"
"RB","Fred Jackson",3300,"Sea@GB 08:30PM ET",3.900,"Sea"
"WR","Cole Beasley",3300,"Dal@Phi 04:25PM ET",7.900,"Dal"
"TE","Dwayne Allen",3300,"NYJ@Ind 08:30PM ET",10.700,"Ind"
"WR","Mohamed Sanu",3300,"SD@Cin 01:00PM ET",5.400,"Cin"
"RB","Branden Oliver",3300,"SD@Cin 01:00PM ET",3.100,"SD"
"RB","James White",3300,"NE@Buf 01:00PM ET",0.000,"NE"
"WR","Brandon Coleman",3300,"TB@NO 01:00PM ET",14.100,"NO"
"WR","Cecil Shorts III",3300,"Hou@Car 01:00PM ET",9.700,"Hou"
"WR","Phillip Dorsett",3300,"NYJ@Ind 08:30PM ET",5.500,"Ind"
"RB","Karlos Williams",3300,"NE@Buf 01:00PM ET",11.500,"Buf"
"TE","Eric Ebron",3300,"Det@Min 01:00PM ET",15.300,"Det"
"WR","Cody Latimer",3300,"Den@KC 08:25PM ET",0.000,"Den"
"WR","Dorial Green-Beckham",3300,"Ten@Cle 01:00PM ET",0.000,"Ten"
"WR","Devin Funchess",3300,"Hou@Car 01:00PM ET",1.900,"Car"
"WR","Jaelen Strong",3300,"Hou@Car 01:00PM ET",0,"Hou"
"WR","Marlon Brown",3200,"Bal@Oak 04:05PM ET",4.500,"Bal"
"RB","Jerick McKinnon",3200,"Det@Min 01:00PM ET",4.800,"Min"
"RB","Mike Davis",3200,"SF@Pit 01:00PM ET",0,"SF"
"DST","Rams ",3100,"StL@Was 01:00PM ET",14.000,"StL"
"DST","Seahawks ",3100,"Sea@GB 08:30PM ET",19.000,"Sea"
"DST","Panthers ",3100,"Hou@Car 01:00PM ET",21.000,"Car"
"WR","Ted Ginn Jr.",3100,"Hou@Car 01:00PM ET",7.400,"Car"
"TE","Larry Donnell",3100,"Atl@NYG 01:00PM ET",5.100,"NYG"
"RB","Will Johnson",3100,"SF@Pit 01:00PM ET",6.700,"Pit"
"RB","Kyle Juszczyk",3100,"Bal@Oak 04:05PM ET",5.700,"Bal"
"WR","Robert Woods",3100,"NE@Buf 01:00PM ET",4.700,"Buf"
"DST","Bengals ",3000,"SD@Cin 01:00PM ET",10.000,"Cin"
"DST","Packers ",3000,"Sea@GB 08:30PM ET",4.000,"GB"
"DST","Titans ",3000,"Ten@Cle 01:00PM ET",15.000,"Ten"
"WR","Lance Moore",3000,"Det@Min 01:00PM ET",3.200,"Det"
"WR","Jason Avant",3000,"Den@KC 08:25PM ET",0.000,"KC"
"TE","Vernon Davis",3000,"SF@Pit 01:00PM ET",7.700,"SF"
"WR","Miles Austin",3000,"Dal@Phi 04:25PM ET",4.200,"Phi"
"WR","Andre Caldwell",3000,"Den@KC 08:25PM ET",1.100,"Den"
"RB","Tyler Clutts",3000,"Dal@Phi 04:25PM ET",0.000,"Dal"
"WR","Harry Douglas",3000,"Ten@Cle 01:00PM ET",10.400,"Ten"
"WR","Eric Weems",3000,"Atl@NYG 01:00PM ET",0.000,"Atl"
"WR","Matthew Slater",3000,"NE@Buf 01:00PM ET",0.000,"NE"
"TE","Benjamin Watson",3000,"TB@NO 01:00PM ET",4.900,"NO"
"RB","Jerome Felton",3000,"NE@Buf 01:00PM ET",0.000,"Buf"
"WR","Marcus Thigpen",3000,"NE@Buf 01:00PM ET",0.000,"Buf"
"RB","Cedric Peerman",3000,"SD@Cin 01:00PM ET",0.000,"Cin"
"RB","Mike Tolbert",3000,"Hou@Car 01:00PM ET",2.800,"Car"
"RB","John Kuhn",3000,"Sea@GB 08:30PM ET",0.000,"GB"
"WR","Seyi Ajirotutu",3000,"Dal@Phi 04:25PM ET",0.000,"Phi"
"WR","Marlon Moore",3000,"Ten@Cle 01:00PM ET",0.000,"Cle"
"RB","James Starks",3000,"Sea@GB 08:30PM ET",0.200,"GB"
"WR","Brandon Tate",3000,"SD@Cin 01:00PM ET",0.000,"Cin"
"RB","Darrel Young",3000,"StL@Was 01:00PM ET",1.000,"Was"
"WR","Louis Murphy",3000,"TB@NO 01:00PM ET",0.000,"TB"
"TE","Jared Cook",3000,"StL@Was 01:00PM ET",13.500,"StL"
"WR","Brian Hartline",3000,"Ten@Cle 01:00PM ET",4.000,"Cle"
"RB","Donald Brown",3000,"SD@Cin 01:00PM ET",0,"SD"
"RB","Jorvorskie Lane",3000,"TB@NO 01:00PM ET",0.000,"TB"
"WR","Jordan Norwood",3000,"Den@KC 08:25PM ET",4.500,"Den"
"RB","Shaun Draughn",3000,"Ten@Cle 01:00PM ET",0.400,"Cle"
"WR","Preston Parker",3000,"Atl@NYG 01:00PM ET",4.600,"NYG"
"WR","Dwayne Harris",3000,"Atl@NYG 01:00PM ET",1.100,"NYG"
"RB","Bruce Miller",3000,"SF@Pit 01:00PM ET",0.000,"SF"
"WR","Marc Mariani",3000,"Ari@Chi 01:00PM ET",0.000,"Chi"
"WR","Bryan Walters",3000,"Mia@Jax 04:05PM ET",3.700,"Jax"
"WR","Jacoby Jones",3000,"SD@Cin 01:00PM ET",0.000,"SD"
"WR","Riley Cooper",3000,"Dal@Phi 04:25PM ET",5.500,"Phi"
"RB","Boobie Dixon",3000,"NE@Buf 01:00PM ET",6.100,"Buf"
"RB","Toby Gerhart",3000,"Mia@Jax 04:05PM ET",0,"Jax"
"RB","Chase Reynolds",3000,"StL@Was 01:00PM ET",0.000,"StL"
"RB","Dexter McCluster",3000,"Ten@Cle 01:00PM ET",0.800,"Ten"
"RB","Fozzy Whittaker",3000,"Hou@Car 01:00PM ET",2.500,"Car"
"WR","Marcus Easley",3000,"NE@Buf 01:00PM ET",0.000,"Buf"
"RB","Matt Asiata",3000,"Det@Min 01:00PM ET",5.200,"Min"
"RB","Taiwan Jones",3000,"Bal@Oak 04:05PM ET",2.800,"Oak"
"WR","Leonard Hankerson",3000,"Atl@NYG 01:00PM ET",3.600,"Atl"
"WR","Dontrelle Inman",3000,"SD@Cin 01:00PM ET",0,"SD"
"TE","Coby Fleener",3000,"NYJ@Ind 08:30PM ET",3.500,"Ind"
"WR","Greg Little",3000,"SD@Cin 01:00PM ET",0,"Cin"
"WR","Jeremy Kerley",3000,"NYJ@Ind 08:30PM ET",0.000,"NYJ"
"WR","Kamar Aiken",3000,"Bal@Oak 04:05PM ET",0.900,"Bal"
"RB","Travaris Cadet",3000,"NE@Buf 01:00PM ET",0,"NE"
"RB","Anthony Sherman",3000,"Den@KC 08:25PM ET",1.000,"KC"
"RB","Will Tukuafu",3000,"Sea@GB 08:30PM ET",0,"Sea"
"RB","Robert Turbin",3000,"Ten@Cle 01:00PM ET",0,"Cle"
"RB","Bilal Powell",3000,"NYJ@Ind 08:30PM ET",9.800,"NYJ"
"RB","Bobby Rainey",3000,"TB@NO 01:00PM ET",2.400,"TB"
"RB","Roy Helu Jr.",3000,"Bal@Oak 04:05PM ET",0,"Oak"
"RB","Patrick DiMarco",3000,"Atl@NYG 01:00PM ET",0.000,"Atl"
"RB","Isaiah Pead",3000,"StL@Was 01:00PM ET",-0.700,"StL"
"RB","Austin Johnson",3000,"TB@NO 01:00PM ET",2.900,"NO"
"RB","Chris Polk",3000,"Hou@Car 01:00PM ET",4.100,"Hou"
"RB","Jacquizz Rodgers",3000,"Ari@Chi 01:00PM ET",1.600,"Chi"
"RB","Jarryd Hayne",3000,"SF@Pit 01:00PM ET",2.000,"SF"
"RB","Kenjon Barner",3000,"Dal@Phi 04:25PM ET",0,"Phi"
"RB","LaMichael James",3000,"Mia@Jax 04:05PM ET",0.000,"Mia"
"WR","Brice Butler",3000,"Bal@Oak 04:05PM ET",0,"Oak"
"RB","Zach Line",3000,"Det@Min 01:00PM ET",0.000,"Min"
"WR","Chris Owusu",3000,"NYJ@Ind 08:30PM ET",9.500,"NYJ"
"WR","Griff Whalen",3000,"NYJ@Ind 08:30PM ET",0.000,"Ind"
"RB","Derrick Coleman",3000,"Sea@GB 08:30PM ET",0.200,"Sea"
"RB","Jonathan Grimes",3000,"Hou@Car 01:00PM ET",4.000,"Hou"
"WR","Frankie Hammond Jr.",3000,"Den@KC 08:25PM ET",0,"KC"
"WR","Jaron Brown",3000,"Ari@Chi 01:00PM ET",1.800,"Ari"
"WR","Chris Givens",3000,"StL@Was 01:00PM ET",0.000,"StL"
"WR","Keshawn Martin",3000,"Hou@Car 01:00PM ET",0,"Hou"
"WR","B.J. Daniels",3000,"Sea@GB 08:30PM ET",0,"Sea"
"RB","Jordan Todman",3000,"SF@Pit 01:00PM ET",0.000,"Pit"
"WR","Jarius Wright",3000,"Det@Min 01:00PM ET",3.700,"Min"
"RB","Brandon Bolden",3000,"NE@Buf 01:00PM ET",2.300,"NE"
